NT: 512, NM: 16, arch_ETC: instances/workload.0, arch_proc: instances/scenario.0
M[6]: mak_local 204.507782 energy 24776.048828, total energy 171469.500000 (55 tasks). 12 cores, 459729.00 GFLOPS, E:40.50-134.70
M[7]: mak_local 185.968262 energy 20719.906250, total energy 192189.406250 (16 tasks). 4 cores, 138462.00 GFLOPS, E:63.30-105.10
M[8]: mak_local 149.997055 energy 23833.496094, total energy 216022.906250 (16 tasks). 4 cores, 150979.00 GFLOPS, E:76.90-131.80
M[9]: mak_local 162.130402 energy 28885.306641, total energy 244908.218750 (10 tasks). 2 cores, 82084.00 GFLOPS, E:101.80-151.50
M[10]: mak_local 200.596970 energy 19031.839844, total energy 263940.062500 (48 tasks). 6 cores, 318441.00 GFLOPS, E:35.70-96.10
M[11]: mak_local 201.649323 energy 48308.515625, total energy 312248.562500 (72 tasks). 8 cores, 461606.00 GFLOPS, E:135.60-241.50
M[12]: mak_local 169.789719 energy 11291.500000, total energy 323540.062500 (22 tasks). 2 cores, 136634.00 GFLOPS, E:25.00-61.70
M[13]: mak_local 205.039368 energy 24049.580078, total energy 347589.656250 (75 tasks). 6 cores, 443655.00 GFLOPS, E:37.20-126.10
M[14]: mak_local 168.393097 energy 24633.292969, total energy 372222.937500 (16 tasks). 4 cores, 143516.00 GFLOPS, E:77.50-130.00
M[15]: mak_local 163.557983 energy 26730.046875, total energy 398953.000000 (14 tasks). 2 cores, 104222.00 GFLOPS, E:93.00-140.00
Makespan: 205.039368 energy consumption: 398953.000000 heavy: 13
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.4
M[0]: mak_local 230.088638 energy 21847.656250, total energy 21847.656250 (17 tasks). 4 cores, 138462.00 GFLOPS, E:63.30-105.10
M[1]: mak_local 218.309143 energy 33678.128906, total energy 55525.785156 (16 tasks). 4 cores, 122114.00 GFLOPS, E:79.30-150.30
M[2]: mak_local 209.004150 energy 28142.076172, total energy 83667.859375 (24 tasks). 4 cores, 165629.00 GFLOPS, E:63.50-129.00
M[3]: mak_local 211.347000 energy 26109.208984, total energy 109777.070312 (60 tasks). 4 cores, 325650.00 GFLOPS, E:38.30-121.50
M[4]: mak_local 222.875671 energy 23420.878906, total energy 133197.953125 (80 tasks). 4 cores, 412077.00 GFLOPS, E:30.90-106.20
M[5]: mak_local 192.196686 energy 28309.791016, total energy 161507.750000 (20 tasks). 4 cores, 154045.00 GFLOPS, E:69.00-134.50
M[6]: mak_local 222.355103 energy 30709.289062, total energy 192217.031250 (16 tasks). 2 cores, 98472.00 GFLOPS, E:93.70-135.00
M[7]: mak_local 174.882050 energy 17457.771484, total energy 209674.796875 (24 tasks). 6 cores, 203477.00 GFLOPS, E:37.30-89.00
M[8]: mak_local 201.607651 energy 25451.904297, total energy 235126.703125 (28 tasks). 4 cores, 188173.00 GFLOPS, E:59.60-118.50
M[9]: mak_local 230.008118 energy 26231.400391, total energy 261358.109375 (11 tasks). 2 cores, 78928.00 GFLOPS, E:78.80-120.00
M[10]: mak_local 122.162460 energy 25685.453125, total energy 287043.562500 (4 tasks). 2 cores, 47927.00 GFLOPS, E:82.00-138.00
M[11]: mak_local 181.000153 energy 26957.501953, total energy 314001.062500 (60 tasks). 12 cores, 469103.00 GFLOPS, E:42.80-140.70
M[12]: mak_local 195.649551 energy 27990.486328, total energy 341991.562500 (24 tasks). 4 cores, 169068.00 GFLOPS, E:68.50-131.60
M[13]: mak_local 187.590225 energy 17612.896484, total energy 359604.468750 (24 tasks). 4 cores, 171052.00 GFLOPS, E:36.60-86.00
M[14]: mak_local 226.621460 energy 33507.363281, total energy 393111.843750 (84 tasks). 6 cores, 459263.00 GFLOPS, E:59.90-150.40
M[15]: mak_local 214.662292 energy 29067.728516, total energy 422179.562500 (20 tasks). 4 cores, 143516.00 GFLOPS, E:77.50-130.00
Makespan: 230.088638 energy consumption: 422179.562500 heavy: 0
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.5
M[0]: mak_local 270.709229 energy 39884.156250, total energy 39884.156250 (22 tasks). 2 cores, 104222.00 GFLOPS, E:93.00-140.00
M[1]: mak_local 292.820740 energy 15910.623047, total energy 55794.781250 (75 tasks). 4 cores, 314438.00 GFLOPS, E:17.80-55.70
M[2]: mak_local 250.822479 energy 33868.066406, total energy 89662.843750 (72 tasks). 12 cores, 416178.00 GFLOPS, E:48.00-131.00
M[3]: mak_local 222.888351 energy 42081.332031, total energy 131744.171875 (20 tasks). 4 cores, 126597.00 GFLOPS, E:104.50-156.80
M[4]: mak_local 291.541870 energy 36316.101562, total energy 168060.281250 (15 tasks). 2 cores, 79576.00 GFLOPS, E:86.00-129.00
M[5]: mak_local 276.996460 energy 35754.472656, total energy 203814.750000 (32 tasks). 4 cores, 161999.00 GFLOPS, E:65.00-126.00
M[6]: mak_local 237.225113 energy 32761.785156, total energy 236576.531250 (14 tasks). 2 cores, 78928.00 GFLOPS, E:78.80-120.00
M[7]: mak_local 264.386932 energy 32880.167969, total energy 269456.687500 (26 tasks). 2 cores, 118486.00 GFLOPS, E:75.20-117.00
M[8]: mak_local 280.773132 energy 29072.138672, total energy 298528.812500 (34 tasks). 4 cores, 173163.00 GFLOPS, E:59.50-105.00
M[9]: mak_local 254.052841 energy 36670.757812, total energy 335199.562500 (28 tasks). 4 cores, 154045.00 GFLOPS, E:69.00-134.50
M[10]: mak_local 238.267242 energy 45988.105469, total energy 381187.656250 (8 tasks). 2 cores, 52303.00 GFLOPS, E:105.00-169.00
M[11]: mak_local 196.808502 energy 25505.261719, total energy 406692.906250 (12 tasks). 4 cores, 89881.00 GFLOPS, E:67.80-96.80
M[12]: mak_local 290.074341 energy 30145.349609, total energy 436838.250000 (102 tasks). 4 cores, 412077.00 GFLOPS, E:30.90-106.20
M[13]: mak_local 254.604950 energy 47764.742188, total energy 484603.000000 (20 tasks). 4 cores, 119239.00 GFLOPS, E:114.00-170.80
M[14]: mak_local 209.024689 energy 31630.529297, total energy 516233.531250 (8 tasks). 2 cores, 54479.00 GFLOPS, E:86.00-117.00
M[15]: mak_local 260.249329 energy 29332.935547, total energy 545566.437500 (24 tasks). 4 cores, 138462.00 GFLOPS, E:63.30-105.10
Makespan: 292.820740 energy consumption: 545566.437500 heavy: 1
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.6
M[0]: mak_local 213.106995 energy 41179.765625, total energy 41179.765625 (4 tasks). 2 cores, 37185.00 GFLOPS, E:143.80-183.00
M[1]: mak_local 228.164917 energy 32773.281250, total energy 73953.046875 (80 tasks). 6 cores, 459263.00 GFLOPS, E:59.90-150.40
M[2]: mak_local 228.488831 energy 27289.826172, total energy 101242.875000 (75 tasks). 6 cores, 443655.00 GFLOPS, E:37.20-126.10
M[3]: mak_local 140.083755 energy 19534.890625, total energy 120777.765625 (8 tasks). 4 cores, 89881.00 GFLOPS, E:67.80-96.80
M[4]: mak_local 221.359360 energy 21883.378906, total energy 142661.140625 (73 tasks). 4 cores, 394356.00 GFLOPS, E:21.40-102.00
M[5]: mak_local 212.217087 energy 19304.892578, total energy 161966.031250 (40 tasks). 4 cores, 251057.00 GFLOPS, E:32.30-89.50
M[6]: mak_local 218.582123 energy 19696.539062, total energy 181662.562500 (36 tasks). 4 cores, 228603.00 GFLOPS, E:31.80-89.50
M[7]: mak_local 225.497070 energy 30869.914062, total energy 212532.468750 (16 tasks). 4 cores, 121036.00 GFLOPS, E:104.20-136.00
M[8]: mak_local 173.039948 energy 17080.298828, total energy 229612.765625 (24 tasks). 6 cores, 203477.00 GFLOPS, E:37.30-89.00
M[9]: mak_local 190.723175 energy 9809.719727, total energy 239422.484375 (20 tasks). 2 cores, 126976.00 GFLOPS, E:20.80-47.40
M[10]: mak_local 176.525894 energy 25266.958984, total energy 264689.437500 (10 tasks). 2 cores, 78928.00 GFLOPS, E:78.80-120.00
M[11]: mak_local 197.843903 energy 28476.626953, total energy 293166.062500 (12 tasks). 4 cores, 100845.00 GFLOPS, E:93.50-130.00
M[12]: mak_local 198.665924 energy 12951.521484, total energy 306117.593750 (22 tasks). 2 cores, 136634.00 GFLOPS, E:25.00-61.70
M[13]: mak_local 196.732788 energy 28280.335938, total energy 334397.937500 (20 tasks). 4 cores, 150979.00 GFLOPS, E:76.90-131.80
M[14]: mak_local 215.942184 energy 33266.679688, total energy 367664.625000 (16 tasks). 4 cores, 122114.00 GFLOPS, E:79.30-150.30
M[15]: mak_local 224.032562 energy 26697.039062, total energy 394361.656250 (56 tasks). 4 cores, 307615.00 GFLOPS, E:38.20-120.00
Makespan: 228.488831 energy consumption: 394361.656250 heavy: 2
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.7
M[0]: mak_local 137.708420 energy 27392.187500, total energy 27392.187500 (12 tasks). 4 cores, 121036.00 GFLOPS, E:104.20-136.00
M[1]: mak_local 190.243607 energy 27545.052734, total energy 54937.242188 (20 tasks). 4 cores, 154045.00 GFLOPS, E:69.00-134.50
M[2]: mak_local 210.288055 energy 19496.900391, total energy 74434.140625 (60 tasks). 4 cores, 329862.00 GFLOPS, E:22.40-92.80
M[3]: mak_local 166.219025 energy 23727.283203, total energy 98161.421875 (48 tasks). 12 cores, 416178.00 GFLOPS, E:48.00-131.00
M[4]: mak_local 194.404236 energy 22978.085938, total energy 121139.507812 (20 tasks). 4 cores, 152533.00 GFLOPS, E:68.90-108.80
M[5]: mak_local 216.194885 energy 26500.943359, total energy 147640.453125 (48 tasks). 4 cores, 280253.00 GFLOPS, E:41.20-122.80
M[6]: mak_local 220.234314 energy 33098.785156, total energy 180739.234375 (16 tasks). 4 cores, 122114.00 GFLOPS, E:79.30-150.30
M[7]: mak_local 182.180054 energy 34859.035156, total energy 215598.265625 (6 tasks). 2 cores, 52303.00 GFLOPS, E:105.00-169.00
M[8]: mak_local 165.214645 energy 24177.269531, total energy 239775.531250 (20 tasks). 4 cores, 161999.00 GFLOPS, E:65.00-126.00
M[9]: mak_local 209.843674 energy 14606.101562, total energy 254381.625000 (36 tasks). 4 cores, 226022.00 GFLOPS, E:30.40-69.00
M[10]: mak_local 219.932281 energy 31589.230469, total energy 285970.843750 (81 tasks). 6 cores, 459263.00 GFLOPS, E:59.90-150.40
M[11]: mak_local 204.048096 energy 28088.998047, total energy 314059.843750 (12 tasks). 4 cores, 100845.00 GFLOPS, E:93.50-130.00
M[12]: mak_local 208.684662 energy 27441.070312, total energy 341500.906250 (24 tasks). 4 cores, 165629.00 GFLOPS, E:63.50-129.00
M[13]: mak_local 221.201080 energy 20308.894531, total energy 361809.812500 (27 tasks). 4 cores, 183767.00 GFLOPS, E:48.70-95.00
M[14]: mak_local 220.974731 energy 27025.214844, total energy 388835.031250 (78 tasks). 6 cores, 443655.00 GFLOPS, E:37.20-126.10
M[15]: mak_local 215.553528 energy 40248.453125, total energy 429083.500000 (4 tasks). 2 cores, 37185.00 GFLOPS, E:143.80-183.00
Makespan: 221.201080 energy consumption: 429083.500000 heavy: 13
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.8
M[0]: mak_local 218.148254 energy 26423.574219, total energy 26423.574219 (60 tasks). 4 cores, 325650.00 GFLOPS, E:38.30-121.50
M[1]: mak_local 161.427567 energy 29971.464844, total energy 56395.039062 (12 tasks). 4 cores, 111872.00 GFLOPS, E:107.30-146.00
M[2]: mak_local 219.696823 energy 40499.695312, total energy 96894.734375 (4 tasks). 2 cores, 37185.00 GFLOPS, E:143.80-183.00
M[3]: mak_local 197.534149 energy 22209.304688, total energy 119104.039062 (20 tasks). 4 cores, 153377.00 GFLOPS, E:58.00-105.70
M[4]: mak_local 210.839417 energy 27731.927734, total energy 146835.968750 (24 tasks). 4 cores, 165629.00 GFLOPS, E:63.50-129.00
M[5]: mak_local 206.526947 energy 22826.558594, total energy 169662.531250 (48 tasks). 4 cores, 275475.00 GFLOPS, E:34.50-110.30
M[6]: mak_local 206.044983 energy 19098.480469, total energy 188761.015625 (60 tasks). 4 cores, 329862.00 GFLOPS, E:22.40-92.80
M[7]: mak_local 221.756836 energy 28770.703125, total energy 217531.718750 (14 tasks). 4 cores, 121036.00 GFLOPS, E:104.20-136.00
M[8]: mak_local 175.098312 energy 17130.583984, total energy 234662.296875 (24 tasks). 6 cores, 203477.00 GFLOPS, E:37.30-89.00
M[9]: mak_local 220.406052 energy 13477.201172, total energy 248139.500000 (24 tasks). 2 cores, 136634.00 GFLOPS, E:25.00-61.70
M[10]: mak_local 188.886505 energy 49491.675781, total energy 297631.187500 (72 tasks). 8 cores, 461606.00 GFLOPS, E:135.60-241.50
M[11]: mak_local 184.834167 energy 26758.214844, total energy 324389.406250 (60 tasks). 12 cores, 469103.00 GFLOPS, E:42.80-140.70
M[12]: mak_local 192.797104 energy 27817.419922, total energy 352206.812500 (20 tasks). 4 cores, 154045.00 GFLOPS, E:69.00-134.50
M[13]: mak_local 170.195526 energy 24318.683594, total energy 376525.500000 (6 tasks). 2 cores, 54479.00 GFLOPS, E:86.00-117.00
M[14]: mak_local 205.118073 energy 19965.072266, total energy 396490.562500 (48 tasks). 6 cores, 318441.00 GFLOPS, E:35.70-96.10
M[15]: mak_local 217.734833 energy 32940.093750, total energy 429430.656250 (16 tasks). 4 cores, 122114.00 GFLOPS, E:79.30-150.30
Makespan: 221.756836 energy consumption: 429430.656250 heavy: 7
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.9
M[0]: mak_local 192.760468 energy 24229.250000, total energy 24229.250000 (24 tasks). 4 cores, 173021.00 GFLOPS, E:68.90-119.00
M[1]: mak_local 177.743256 energy 24564.257812, total energy 48793.507812 (20 tasks). 4 cores, 161999.00 GFLOPS, E:65.00-126.00
M[2]: mak_local 209.048553 energy 26893.767578, total energy 75687.273438 (36 tasks). 6 cores, 256780.00 GFLOPS, E:61.00-129.50
M[3]: mak_local 130.970947 energy 29043.451172, total energy 104730.726562 (12 tasks). 4 cores, 126597.00 GFLOPS, E:104.50-156.80
M[4]: mak_local 189.194626 energy 40847.683594, total energy 145578.406250 (80 tasks). 10 cores, 556330.00 GFLOPS, E:105.80-209.30
M[5]: mak_local 212.625854 energy 16790.474609, total energy 162368.875000 (22 tasks). 4 cores, 171052.00 GFLOPS, E:36.60-86.00
M[6]: mak_local 183.573898 energy 24982.794922, total energy 187351.671875 (48 tasks). 12 cores, 416178.00 GFLOPS, E:48.00-131.00
M[7]: mak_local 156.086517 energy 24512.898438, total energy 211864.562500 (16 tasks). 4 cores, 143516.00 GFLOPS, E:77.50-130.00
M[8]: mak_local 195.559479 energy 27966.730469, total energy 239831.296875 (14 tasks). 2 cores, 98472.00 GFLOPS, E:93.70-135.00
M[9]: mak_local 210.904114 energy 22018.931641, total energy 261850.234375 (76 tasks). 4 cores, 412077.00 GFLOPS, E:30.90-106.20
M[10]: mak_local 149.665619 energy 19690.134766, total energy 281540.375000 (16 tasks). 4 cores, 144002.00 GFLOPS, E:64.10-105.00
M[11]: mak_local 211.100235 energy 22034.470703, total energy 303574.843750 (45 tasks). 4 cores, 275475.00 GFLOPS, E:34.50-110.30
M[12]: mak_local 200.582764 energy 21794.353516, total energy 325369.187500 (20 tasks). 4 cores, 153377.00 GFLOPS, E:58.00-105.70
M[13]: mak_local 184.735123 energy 26216.439453, total energy 351585.625000 (10 tasks). 2 cores, 79576.00 GFLOPS, E:86.00-129.00
M[14]: mak_local 195.440659 energy 9602.981445, total energy 361188.593750 (20 tasks). 2 cores, 126976.00 GFLOPS, E:20.80-47.40
M[15]: mak_local 211.180435 energy 10962.982422, total energy 372151.562500 (53 tasks). 4 cores, 314438.00 GFLOPS, E:17.80-55.70
Makespan: 212.625854 energy consumption: 372151.562500 heavy: 5
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.10
M[0]: mak_local 158.860718 energy 25022.890625, total energy 25022.890625 (16 tasks). 4 cores, 143742.00 GFLOPS, E:79.80-132.00
M[1]: mak_local 199.992630 energy 26348.169922, total energy 51371.062500 (36 tasks). 6 cores, 256780.00 GFLOPS, E:61.00-129.50
M[2]: mak_local 0.000000 energy 27624.214844, total energy 78995.281250 (0 tasks). 2 cores, 21521.00 GFLOPS, E:130.00-208.30
M[3]: mak_local 198.119080 energy 26875.593750, total energy 105870.875000 (60 tasks). 12 cores, 459729.00 GFLOPS, E:40.50-134.70
M[4]: mak_local 210.619492 energy 48467.582031, total energy 154338.453125 (75 tasks). 8 cores, 461606.00 GFLOPS, E:135.60-241.50
M[5]: mak_local 182.421051 energy 27403.853516, total energy 181742.312500 (14 tasks). 2 cores, 98472.00 GFLOPS, E:93.70-135.00
M[6]: mak_local 188.383255 energy 34360.511719, total energy 216102.828125 (6 tasks). 2 cores, 52303.00 GFLOPS, E:105.00-169.00
M[7]: mak_local 186.560623 energy 21228.714844, total energy 237331.546875 (30 tasks). 6 cores, 231108.00 GFLOPS, E:40.20-109.00
M[8]: mak_local 188.847076 energy 18784.154297, total energy 256115.703125 (48 tasks). 6 cores, 318441.00 GFLOPS, E:35.70-96.10
M[9]: mak_local 212.493958 energy 24261.558594, total energy 280377.250000 (27 tasks). 4 cores, 188173.00 GFLOPS, E:59.60-118.50
M[10]: mak_local 212.347870 energy 27826.630859, total energy 308203.875000 (24 tasks). 4 cores, 169068.00 GFLOPS, E:68.50-131.60
M[11]: mak_local 209.121613 energy 43428.750000, total energy 351632.625000 (90 tasks). 10 cores, 556330.00 GFLOPS, E:105.80-209.30
M[12]: mak_local 171.561264 energy 23575.998047, total energy 375208.625000 (6 tasks). 2 cores, 54479.00 GFLOPS, E:86.00-117.00
M[13]: mak_local 191.118439 energy 10833.811523, total energy 386042.437500 (56 tasks). 4 cores, 314438.00 GFLOPS, E:17.80-55.70
M[14]: mak_local 146.549194 energy 18625.951172, total energy 404668.375000 (8 tasks). 4 cores, 89881.00 GFLOPS, E:67.80-96.80
M[15]: mak_local 149.543274 energy 19700.039062, total energy 424368.406250 (16 tasks). 4 cores, 144002.00 GFLOPS, E:64.10-105.00
Makespan: 212.493958 energy consumption: 424368.406250 heavy: 9
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.11
M[0]: mak_local 167.689987 energy 17498.718750, total energy 17498.718750 (42 tasks). 6 cores, 318441.00 GFLOPS, E:35.70-96.10
M[1]: mak_local 208.416382 energy 21956.126953, total energy 39454.843750 (24 tasks). 4 cores, 173163.00 GFLOPS, E:59.50-105.00
M[2]: mak_local 165.298996 energy 25349.703125, total energy 64804.546875 (16 tasks). 4 cores, 143742.00 GFLOPS, E:79.80-132.00
M[3]: mak_local 192.233002 energy 17688.357422, total energy 82492.906250 (24 tasks). 6 cores, 203477.00 GFLOPS, E:37.30-89.00
M[4]: mak_local 199.448990 energy 21661.283203, total energy 104154.187500 (20 tasks). 4 cores, 153377.00 GFLOPS, E:58.00-105.70
M[5]: mak_local 201.711227 energy 24008.681641, total energy 128162.867188 (57 tasks). 4 cores, 325650.00 GFLOPS, E:38.30-121.50
M[6]: mak_local 200.129227 energy 48954.355469, total energy 177117.218750 (72 tasks). 8 cores, 461606.00 GFLOPS, E:135.60-241.50
M[7]: mak_local 205.653778 energy 22651.779297, total energy 199769.000000 (20 tasks). 4 cores, 152533.00 GFLOPS, E:68.90-108.80
M[8]: mak_local 210.600616 energy 13239.653320, total energy 213008.656250 (33 tasks). 4 cores, 226022.00 GFLOPS, E:30.40-69.00
M[9]: mak_local 173.416611 energy 18245.158203, total energy 231253.812500 (24 tasks). 4 cores, 183767.00 GFLOPS, E:48.70-95.00
M[10]: mak_local 189.016098 energy 40992.949219, total energy 272246.750000 (80 tasks). 10 cores, 556330.00 GFLOPS, E:105.80-209.30
M[11]: mak_local 175.639328 energy 23117.320312, total energy 295364.062500 (18 tasks). 2 cores, 118486.00 GFLOPS, E:75.20-117.00
M[12]: mak_local 194.793457 energy 17718.115234, total energy 313082.187500 (40 tasks). 4 cores, 251057.00 GFLOPS, E:32.30-89.50
M[13]: mak_local 158.712540 energy 15369.732422, total energy 328451.906250 (20 tasks). 4 cores, 171052.00 GFLOPS, E:36.60-86.00
M[14]: mak_local 202.234100 energy 35027.507812, total energy 363479.406250 (6 tasks). 2 cores, 52303.00 GFLOPS, E:105.00-169.00
M[15]: mak_local 159.633926 energy 19921.341797, total energy 383400.750000 (16 tasks). 4 cores, 144002.00 GFLOPS, E:64.10-105.00
Makespan: 210.600616 energy consumption: 383400.750000 heavy: 8
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.12
M[0]: mak_local 206.950058 energy 24783.589844, total energy 24783.589844 (24 tasks). 4 cores, 173021.00 GFLOPS, E:68.90-119.00
M[1]: mak_local 170.121582 energy 29313.326172, total energy 54096.914062 (12 tasks). 4 cores, 111872.00 GFLOPS, E:107.30-146.00
M[2]: mak_local 191.172684 energy 41295.535156, total energy 95392.453125 (80 tasks). 10 cores, 556330.00 GFLOPS, E:105.80-209.30
M[3]: mak_local 206.981400 energy 20516.019531, total energy 115908.468750 (72 tasks). 4 cores, 394356.00 GFLOPS, E:21.40-102.00
M[4]: mak_local 197.007904 energy 27974.453125, total energy 143882.921875 (14 tasks). 2 cores, 98472.00 GFLOPS, E:93.70-135.00
M[5]: mak_local 197.530869 energy 27907.734375, total energy 171790.656250 (60 tasks). 12 cores, 469103.00 GFLOPS, E:42.80-140.70
M[6]: mak_local 180.337082 energy 23848.789062, total energy 195639.437500 (6 tasks). 2 cores, 54479.00 GFLOPS, E:86.00-117.00
M[7]: mak_local 182.439789 energy 9191.428711, total energy 204830.859375 (20 tasks). 2 cores, 126976.00 GFLOPS, E:20.80-47.40
M[8]: mak_local 131.524948 energy 24716.652344, total energy 229547.515625 (4 tasks). 2 cores, 47927.00 GFLOPS, E:82.00-138.00
M[9]: mak_local 199.178284 energy 17980.376953, total energy 247527.890625 (40 tasks). 4 cores, 251057.00 GFLOPS, E:32.30-89.50
M[10]: mak_local 212.331512 energy 26085.140625, total energy 273613.031250 (34 tasks). 6 cores, 256780.00 GFLOPS, E:61.00-129.50
M[11]: mak_local 169.649292 energy 18161.224609, total energy 291774.250000 (24 tasks). 4 cores, 183767.00 GFLOPS, E:48.70-95.00
M[12]: mak_local 171.346954 energy 27776.929688, total energy 319551.187500 (14 tasks). 2 cores, 104222.00 GFLOPS, E:93.00-140.00
M[13]: mak_local 212.044983 energy 13037.998047, total energy 332589.187500 (24 tasks). 2 cores, 136634.00 GFLOPS, E:25.00-61.70
M[14]: mak_local 135.900711 energy 26443.707031, total energy 359032.906250 (12 tasks). 4 cores, 122114.00 GFLOPS, E:79.30-150.30
M[15]: mak_local 201.407562 energy 49502.359375, total energy 408535.250000 (72 tasks). 8 cores, 461606.00 GFLOPS, E:135.60-241.50
Makespan: 212.331512 energy consumption: 408535.250000 heavy: 10
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.13
M[0]: mak_local 198.006638 energy 12603.772461, total energy 12603.772461 (24 tasks). 2 cores, 136634.00 GFLOPS, E:25.00-61.70
M[1]: mak_local 167.841171 energy 24980.640625, total energy 37584.414062 (60 tasks). 12 cores, 469103.00 GFLOPS, E:42.80-140.70
M[2]: mak_local 172.135254 energy 24229.839844, total energy 61814.253906 (48 tasks). 12 cores, 416178.00 GFLOPS, E:48.00-131.00
M[3]: mak_local 204.807190 energy 28060.687500, total energy 89874.937500 (20 tasks). 4 cores, 150979.00 GFLOPS, E:76.90-131.80
M[4]: mak_local 219.533524 energy 28405.468750, total energy 118280.406250 (13 tasks). 4 cores, 122114.00 GFLOPS, E:79.30-150.30
M[5]: mak_local 142.920212 energy 19008.798828, total energy 137289.203125 (8 tasks). 4 cores, 89881.00 GFLOPS, E:67.80-96.80
M[6]: mak_local 209.253540 energy 26856.351562, total energy 164145.562500 (24 tasks). 4 cores, 161999.00 GFLOPS, E:65.00-126.00
M[7]: mak_local 165.920273 energy 29902.617188, total energy 194048.187500 (12 tasks). 4 cores, 111872.00 GFLOPS, E:107.30-146.00
M[8]: mak_local 217.742233 energy 22359.111328, total energy 216407.296875 (81 tasks). 4 cores, 412077.00 GFLOPS, E:30.90-106.20
M[9]: mak_local 199.841995 energy 23060.419922, total energy 239467.718750 (20 tasks). 4 cores, 152533.00 GFLOPS, E:68.90-108.80
M[10]: mak_local 196.438416 energy 26959.406250, total energy 266427.125000 (60 tasks). 12 cores, 459729.00 GFLOPS, E:40.50-134.70
M[11]: mak_local 168.780350 energy 23445.093750, total energy 289872.218750 (24 tasks). 4 cores, 173021.00 GFLOPS, E:68.90-119.00
M[12]: mak_local 185.522873 energy 21515.523438, total energy 311387.750000 (20 tasks). 4 cores, 153377.00 GFLOPS, E:58.00-105.70
M[13]: mak_local 181.562103 energy 21100.849609, total energy 332488.593750 (30 tasks). 6 cores, 231108.00 GFLOPS, E:40.20-109.00
M[14]: mak_local 180.066956 energy 28817.693359, total energy 361306.281250 (16 tasks). 2 cores, 104222.00 GFLOPS, E:93.00-140.00
M[15]: mak_local 217.253326 energy 26359.373047, total energy 387665.656250 (52 tasks). 4 cores, 280253.00 GFLOPS, E:41.20-122.80
Makespan: 219.533524 energy consumption: 387665.656250 heavy: 4
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.14
M[0]: mak_local 230.178238 energy 27954.886719, total energy 27954.886719 (85 tasks). 6 cores, 443655.00 GFLOPS, E:37.20-126.10
M[1]: mak_local 152.873077 energy 25285.861328, total energy 53240.750000 (6 tasks). 2 cores, 54479.00 GFLOPS, E:86.00-117.00
M[2]: mak_local 185.276871 energy 28342.927734, total energy 81583.679688 (20 tasks). 4 cores, 150979.00 GFLOPS, E:76.90-131.80
M[3]: mak_local 189.515030 energy 29196.755859, total energy 110780.437500 (12 tasks). 4 cores, 100845.00 GFLOPS, E:93.50-130.00
M[4]: mak_local 236.000900 energy 20903.146484, total energy 131683.578125 (48 tasks). 4 cores, 251057.00 GFLOPS, E:32.30-89.50
M[5]: mak_local 190.197479 energy 27585.656250, total energy 159269.234375 (24 tasks). 4 cores, 165629.00 GFLOPS, E:63.50-129.00
M[6]: mak_local 217.391632 energy 39543.445312, total energy 198812.687500 (16 tasks). 4 cores, 119239.00 GFLOPS, E:114.00-170.80
M[7]: mak_local 234.719208 energy 28014.705078, total energy 226827.390625 (28 tasks). 4 cores, 173021.00 GFLOPS, E:68.90-119.00
M[8]: mak_local 209.718918 energy 22839.113281, total energy 249666.500000 (32 tasks). 4 cores, 199707.00 GFLOPS, E:55.20-101.90
M[9]: mak_local 235.339539 energy 33229.656250, total energy 282896.156250 (18 tasks). 2 cores, 104222.00 GFLOPS, E:93.00-140.00
M[10]: mak_local 218.532593 energy 54492.105469, total energy 337388.250000 (80 tasks). 8 cores, 461606.00 GFLOPS, E:135.60-241.50
M[11]: mak_local 215.390594 energy 21189.640625, total energy 358577.875000 (54 tasks). 6 cores, 318441.00 GFLOPS, E:35.70-96.10
M[12]: mak_local 212.454468 energy 28332.253906, total energy 386910.125000 (24 tasks). 4 cores, 161999.00 GFLOPS, E:65.00-126.00
M[13]: mak_local 238.989944 energy 24436.312500, total energy 411346.437500 (23 tasks). 4 cores, 153377.00 GFLOPS, E:58.00-105.70
M[14]: mak_local 221.414795 energy 30037.517578, total energy 441383.968750 (12 tasks). 2 cores, 79576.00 GFLOPS, E:86.00-129.00
M[15]: mak_local 216.409485 energy 15243.079102, total energy 456627.062500 (30 tasks). 6 cores, 211874.00 GFLOPS, E:30.70-67.80
Makespan: 238.989944 energy consumption: 456627.062500 heavy: 13
**********
NT: 512, NM: 16, arch_ETC: instances/workload.9, arch_proc: instances/scenario.15
